Image,X1[mm],X2[mm],ancho campo irradiado[mm],error
Backup1.tif,-,-,-,circulo no encontrado
Backup2.tif,-,-,-,circulo no encontrado
Backup3.tif,-,-,-,circulo no encontrado
Backup4.tif,-,-,-,circulo no encontrado
Backup5.tif,-,-,-,circulo no encontrado
Backup6.tif,-,-,-,circulo no encontrado
